Date,Price
2-Jan-13,87.34
3-Jan-13,87.23
4-Jan-13,88.15
7-Jan-13,87.78
8-Jan-13,87.05
9-Jan-13,87.88
10-Jan-13,88.78
11-Jan-13,89.18
14-Jan-13,89.47
15-Jan-13,88.79
16-Jan-13,88.39
17-Jan-13,89.88
18-Jan-13,90.08
21-Jan-13,89.61
22-Jan-13,88.71
23-Jan-13,88.61
24-Jan-13,90.33
25-Jan-13,90.92
28-Jan-13,90.85
29-Jan-13,90.73
30-Jan-13,91.08
31-Jan-13,91.72
1-Feb-13,92.72
4-Feb-13,92.38
5-Feb-13,93.63
6-Feb-13,93.64
7-Feb-13,93.63
8-Feb-13,92.69
11-Feb-13,94.33
12-Feb-13,93.47
13-Feb-13,93.39
14-Feb-13,92.88
15-Feb-13,93.52
18-Feb-13,93.95
19-Feb-13,93.58
20-Feb-13,93.56
21-Feb-13,93.11
22-Feb-13,93.41
25-Feb-13,91.81
26-Feb-13,91.98
27-Feb-13,92.23
28-Feb-13,92.56
1-Mar-13,93.59
4-Mar-13,93.48
5-Mar-13,93.29
6-Mar-13,94.08
7-Mar-13,94.83
8-Mar-13,96.03
11-Mar-13,96.28
12-Mar-13,96.08
13-Mar-13,96.11
14-Mar-13,96.11
15-Mar-13,95.28
18-Mar-13,95.22
19-Mar-13,95.16
20-Mar-13,96.03
21-Mar-13,94.89
22-Mar-13,94.52
25-Mar-13,94.17
26-Mar-13,94.44
27-Mar-13,94.44
28-Mar-13,94.14
29-Mar-13,94.22
1-Apr-13,93.23
2-Apr-13,93.44
3-Apr-13,93.06
4-Apr-13,96.34
5-Apr-13,97.53
8-Apr-13,99.36
9-Apr-13,99.03
10-Apr-13,99.78
11-Apr-13,99.68
12-Apr-13,98.4
15-Apr-13,96.78
16-Apr-13,97.54
17-Apr-13,98.11
18-Apr-13,98.17
19-Apr-13,99.52
22-Apr-13,99.22
23-Apr-13,99.47
24-Apr-13,99.48
25-Apr-13,99.25
26-Apr-13,98.05
29-Apr-13,97.77
30-Apr-13,97.42
1-May-13,97.39
2-May-13,97.97
3-May-13,99.03
6-May-13,99.34
7-May-13,99.02
8-May-13,99
9-May-13,100.61
10-May-13,101.61
13-May-13,101.83
14-May-13,102.36
15-May-13,102.23
16-May-13,102.25
17-May-13,103.21
20-May-13,102.27
21-May-13,102.5
22-May-13,103.16
23-May-13,102.03
24-May-13,101.29
27-May-13,100.94
28-May-13,102.38
29-May-13,101.16
30-May-13,100.73
